id,customer_id,order_date,amount_rm,product_family
order-0397-1,cust-0397,2025-05-20,12705.94,anchors
order-0397-2,cust-0397,2025-10-04,6306.2,measuring
order-0397-3,cust-0397,2026-01-23,12749.6,measuring
order-0397-4,cust-0397,2025-12-05,8590.9,measuring
order-0397-5,cust-0397,2026-02-21,12101.04,fasteners
order-0397-6,cust-0397,2025-10-21,8153.65,firestop
order-0398-1,cust-0398,2025-10-19,6279.56,anchors
order-0398-2,cust-0398,2025-08-31,7181.7,firestop
order-0398-3,cust-0398,2026-04-18,5148.52,anchors
order-0398-4,cust-0398,2025-10-10,7700.87,power_tools
order-0398-5,cust-0398,2025-06-15,4932.58,power_tools
order-0399-1,cust-0399,2026-03-29,5596.44,fasteners
order-0399-2,cust-0399,2025-10-16,5275.95,fasteners
order-0400-1,cust-0400,2025-08-09,2057.84,measuring
order-0400-2,cust-0400,2025-09-04,3532.07,measuring
order-0400-3,cust-0400,2026-02-21,4375.3,measuring
order-0400-4,cust-0400,2026-03-16,1633.6,firestop
order-0400-5,cust-0400,2025-12-11,5212.99,fasteners
order-0400-6,cust-0400,2025-10-09,2267.88,measuring
